rLE,Xup,Yup,Xlo,Ylo,cl,cd,cm,cl_cd,alpha,status
0.01,0.3666318,0.3,0.4000008,-0.01,-1.3200598,0.12948707,0.36918557,-10.19453,5.0,1
0.01,0.3666318,0.3,0.5000011,-0.3,447669800000000.0,-75018130000000.0,-81467740000000.0,0.0,5.0,1
0.01,0.3666318,0.3,0.5000011,-0.2275,339482870000000.0,-56888746000000.0,-61779680000000.0,0.0,5.0,1
0.01,0.3666318,0.3,0.5000011,-0.155,231296100000000.0,-38759360000000.0,-42091670000000.0,0.0,5.0,1
0.01,0.3666318,0.3,0.5000011,-0.0825,123109215000000.0,-20629988000000.0,-22403632000000.0,0.0,5.0,1
0.01,0.3666318,0.3,0.5000011,-0.01,14922325000000.0,-2500604000000.0,-2715590900000.0,0.0,5.0,1
0.01,0.5444212,0.01,0.1,-0.3,-0.11715848,0.08612557,-0.29816556,-1.3603218,5.0,1
0.01,0.5444212,0.01,0.1,-0.2275,-0.10281331,0.07545222,-0.28986996,-1.362628,5.0,1
0.01,0.5444212,0.01,0.1,-0.155,-0.10079754,0.07241942,-0.26957142,-1.3918579,5.0,1
0.01,0.5444212,0.01,0.1,-0.0825,-0.09191931,0.06811686,-0.256714,-1.3494356,5.0,1
0.01,0.5444212,0.01,0.1,-0.01,-0.22883679,0.049062986,-0.2052321,-4.664143,5.0,1
0.01,0.5444212,0.01,0.20000027,-0.3,-0.09273154,0.09626159,-0.30786598,-0.9633286,5.0,1
0.01,0.5444212,0.01,0.20000027,-0.2275,-0.10300804,0.08047703,-0.30213863,-1.2799683,5.0,1
0.01,0.5444212,0.01,0.20000027,-0.155,-0.08261187,0.071582615,-0.28843802,-1.1540772,5.0,1
0.01,0.5444212,0.01,0.20000027,-0.0825,-0.07389379,0.06900157,-0.26533824,-1.0709002,5.0,1
0.01,0.5444212,0.01,0.20000027,-0.01,-0.2116604,0.050210927,-0.21069966,-4.215425,5.0,1
0.01,0.5444212,0.01,0.30000052,-0.3,-0.2995628,-0.06523384,-0.06568076,0.0,5.0,1
0.01,0.5444212,0.01,0.30000052,-0.2275,-0.049442537,-0.011491414,-0.1982914,0.0,5.0,1
0.01,0.5444212,0.01,0.30000052,-0.155,0.061881594,0.044342797,-0.2841953,1.3955275,5.0,1
0.01,0.5444212,0.01,0.30000052,-0.0825,0.030179253,0.057171647,-0.2827813,0.52787095,5.0,1
0.01,0.5444212,0.01,0.30000052,-0.01,-0.16965283,0.05297341,-0.22454019,-3.2026038,5.0,1
0.01,0.5444212,0.01,0.4000008,-0.3,-11.139209,-1.604474,4.6978207,0.0,5.0,1
0.01,0.5444212,0.01,0.4000008,-0.2275,-8.078259,-1.2369783,3.7971,0.0,5.0,1
0.01,0.5444212,0.01,0.4000008,-0.155,-4.761627,-0.7744103,2.597677,0.0,5.0,1
0.01,0.5444212,0.01,0.4000008,-0.0825,-1.9950626,-0.36304605,0.90913707,0.0,5.0,1
0.01,0.5444212,0.01,0.4000008,-0.01,-0.11031247,0.010718811,-0.1935791,-10.291484,5.0,1
0.01,0.5444212,0.01,0.5000011,-0.3,-34798412000000.0,-12610052000000.0,24315343000000.0,0.0,5.0,1
0.01,0.5444212,0.01,0.5000011,-0.2275,-26388801000000.0,-9562624000000.0,18439133000000.0,0.0,5.0,1
0.01,0.5444212,0.01,0.5000011,-0.155,-17979178000000.0,-6515194000000.0,12562926000000.0,0.0,5.0,1
0.01,0.5444212,0.01,0.5000011,-0.0825,-9569563000000.0,-3467764600000.0,6686719000000.0,0.0,5.0,1
0.01,0.5444212,0.01,0.5000011,-0.01,-1159947400000.0,-420335060000.0,810511500000.0,0.0,5.0,1
0.01,0.5444212,0.0825,0.1,-0.3,-0.14993335,0.055550095,-0.23142241,-2.6990657,5.0,1
0.01,0.5444212,0.0825,0.1,-0.2275,-0.17478634,0.05299333,-0.22291572,-3.2982705,5.0,1
0.01,0.5444212,0.0825,0.1,-0.155,-0.19824012,0.051009674,-0.21487875,-3.886324,5.0,1
0.01,0.5444212,0.0825,0.1,-0.0825,-0.22018643,0.04910591,-0.20728387,-4.483909,5.0,1
0.01,0.5444212,0.0825,0.1,-0.01,-0.23307611,0.048565228,-0.20276989,-4.7992387,5.0,1
0.01,0.5444212,0.0825,0.20000027,-0.3,-0.10681785,0.060964797,-0.24535401,-1.7521235,5.0,1
0.01,0.5444212,0.0825,0.20000027,-0.2275,-0.12369002,0.05795664,-0.23948441,-2.134182,5.0,1
0.01,0.5444212,0.0825,0.20000027,-0.155,-0.16493995,0.053331364,-0.22563584,-3.0927384,5.0,1
0.01,0.5444212,0.0825,0.20000027,-0.0825,-0.20330842,0.050289895,-0.21269448,-4.042729,5.0,1
0.01,0.5444212,0.0825,0.20000027,-0.01,-0.23192467,0.048624087,-0.20313244,-4.7697487,5.0,1
0.01,0.5444212,0.0825,0.30000052,-0.3,-0.052931614,0.057366658,-0.25467783,-0.9226895,5.0,1
0.01,0.5444212,0.0825,0.30000052,-0.2275,-0.059296973,0.0598688,-0.25333965,-0.99044865,5.0,1
0.01,0.5444212,0.0825,0.30000052,-0.155,-0.0966583,0.05715211,-0.2435487,-1.6912463,5.0,1
0.01,0.5444212,0.0825,0.30000052,-0.0825,-0.16460146,0.050953303,-0.22346409,-3.2304375,5.0,1
0.01,0.5444212,0.0825,0.30000052,-0.01,-0.23012073,0.048537422,-0.20354925,-4.7410994,5.0,1
0.01,0.5444212,0.0825,0.4000008,-0.3,-0.7276387,-0.21109906,0.15627329,0.0,5.0,1
0.01,0.5444212,0.0825,0.4000008,-0.2275,-0.33425677,-0.13593893,-0.015342876,0.0,5.0,1
0.01,0.5444212,0.0825,0.4000008,-0.155,-0.16437472,-0.061926987,-0.11800547,0.0,5.0,1
0.01,0.5444212,0.0825,0.4000008,-0.0825,-0.12928648,0.0013717599,-0.1799045,-94.24862,5.0,1
0.01,0.5444212,0.0825,0.4000008,-0.01,-0.23034151,0.042870786,-0.19897343,-5.372925,5.0,1
0.01,0.5444212,0.0825,0.5000011,-0.3,-4006376600000.0,-1451808500000.0,2799450500000.0,0.0,5.0,1
0.01,0.5444212,0.0825,0.5000011,-0.2275,-3038168500000.0,-1100954700000.0,2122916700000.0,0.0,5.0,1
0.01,0.5444212,0.0825,0.5000011,-0.155,-2069961900000.0,-750100940000.0,1446382700000.0,0.0,5.0,1
0.01,0.5444212,0.0825,0.5000011,-0.0825,-1101753500000.0,-399247200000.0,769848840000.0,0.0,5.0,1
0.01,0.5444212,0.0825,0.5000011,-0.01,-133545910000.0,-48393617000.0,93315030000.0,0.0,5.0,1
0.01,0.5444212,0.155,0.1,-0.3,-0.19685675,0.05116253,-0.2153668,-3.8476744,5.0,1
0.01,0.5444212,0.155,0.1,-0.2275,-0.20772238,0.050171334,-0.21150108,-4.14026,5.0,1
0.01,0.5444212,0.155,0.1,-0.155,-0.21952792,0.049177397,-0.20746095,-4.464,5.0,1
0.01,0.5444212,0.155,0.1,-0.0825,-0.22683276,0.048752423,-0.20484267,-4.6527486,5.0,1
0.01,0.5444212,0.155,0.1,-0.01,-0.23328055,0.04851534,-0.20265283,-4.8083878,5.0,1
0.01,0.5444212,0.155,0.20000027,-0.3,-0.16210051,0.053506065,-0.22651736,-3.0295725,5.0,1
0.01,0.5444212,0.155,0.20000027,-0.2275,-0.18376048,0.05190933,-0.21924187,-3.5400279,5.0,1
0.01,0.5444212,0.155,0.20000027,-0.155,-0.20313539,0.050267283,-0.21268411,-4.0411053,5.0,1
0.01,0.5444212,0.155,0.20000027,-0.0825,-0.22336604,0.04871529,-0.20601217,-4.585132,5.0,1
0.01,0.5444212,0.155,0.20000027,-0.01,-0.23266114,0.0485473,-0.20284782,-4.792463,5.0,1
0.01,0.5444212,0.155,0.30000052,-0.3,-0.09355248,0.05724675,-0.24426626,-1.6341972,5.0,1
0.01,0.5444212,0.155,0.30000052,-0.2275,-0.11973054,0.05466539,-0.23700793,-2.190244,5.0,1
0.01,0.5444212,0.155,0.30000052,-0.155,-0.16455902,0.050814215,-0.22332235,-3.2384446,5.0,1
0.01,0.5444212,0.155,0.30000052,-0.0825,-0.2043866,0.04893901,-0.21083687,-4.1763535,5.0,1
0.01,0.5444212,0.155,0.30000052,-0.01,-0.23167016,0.048509058,-0.20305748,-4.775812,5.0,1
0.01,0.5444212,0.155,0.4000008,-0.3,-0.17228915,-0.06721757,-0.11233492,0.0,5.0,1
0.01,0.5444212,0.155,0.4000008,-0.2275,-0.1324568,-0.02954324,-0.15021645,0.0,5.0,1
0.01,0.5444212,0.155,0.4000008,-0.155,-0.13045366,0.0007894747,-0.17906888,-165.24109,5.0,1
0.01,0.5444212,0.155,0.4000008,-0.0825,-0.18039651,0.024650235,-0.1946835,-7.3182473,5.0,1
0.01,0.5444212,0.155,0.4000008,-0.01,-0.2348208,0.04525398,-0.19968371,-5.1889534,5.0,1
0.01,0.5444212,0.155,0.5000011,-0.3,-2125546400000.0,-770243560000.0,1485222800000.0,0.0,5.0,1
0.01,0.5444212,0.155,0.5000011,-0.2275,-1611872900000.0,-584101460000.0,1126294100000.0,0.0,5.0,1
0.01,0.5444212,0.155,0.5000011,-0.155,-1098198940000.0,-397959230000.0,767365200000.0,0.0,5.0,1
0.01,0.5444212,0.155,0.5000011,-0.0825,-584525500000.0,-211817000000.0,408436300000.0,0.0,5.0,1
0.01,0.5444212,0.155,0.5000011,-0.01,-70851570000.0,-25674787000.0,49507434000.0,0.0,5.0,1
0.01,0.5444212,0.2275,0.1,-0.3,-0.2111456,0.04986957,-0.21028234,-4.2339563,5.0,1
0.01,0.5444212,0.2275,0.1,-0.2275,-0.21928991,0.04920325,-0.20752503,-4.4568176,5.0,1
0.01,0.5444212,0.2275,0.1,-0.155,-0.22472413,0.04881646,-0.20562737,-4.60345,5.0,1
0.01,0.5444212,0.2275,0.1,-0.0825,-0.22886325,0.04865336,-0.2040808,-4.7039557,5.0,1
0.01,0.5444212,0.2275,0.1,-0.01,-0.23335488,0.04849742,-0.20261066,-4.811697,5.0,1
0.01,0.5444212,0.2275,0.20000027,-0.3,-0.18981685,0.051462602,-0.21714331,-3.6884425,5.0,1
0.01,0.5444212,0.2275,0.20000027,-0.2275,-0.20308019,0.050262038,-0.21268167,-4.040429,5.0,1
0.01,0.5444212,0.2275,0.20000027,-0.155,-0.21682294,0.04918318,-0.20807596,-4.4084773,5.0,1
0.01,0.5444212,0.2275,0.20000027,-0.0825,-0.22657986,0.04864334,-0.20483632,-4.6579833,5.0,1
0.01,0.5444212,0.2275,0.20000027,-0.01,-0.23293342,0.04851919,-0.20274325,-4.8008513,5.0,1
0.01,0.5444212,0.2275,0.30000052,-0.3,-0.13449349,0.053222645,-0.23253717,-2.5269973,5.0,1
0.01,0.5444212,0.2275,0.30000052,-0.2275,-0.164544,0.05076385,-0.22327091,-3.2413619,5.0,1
0.01,0.5444212,0.2275,0.30000052,-0.155,-0.19114013,0.04976115,-0.21492802,-3.8411517,5.0,1
0.01,0.5444212,0.2275,0.30000052,-0.0825,-0.21874364,0.048032466,-0.20655365,-4.5540786,5.0,1
0.01,0.5444212,0.2275,0.30000052,-0.01,-0.23225202,0.04849368,-0.20288794,-4.7893257,5.0,1
0.01,0.5444212,0.2275,0.4000008,-0.3,-0.12322486,-0.018219713,-0.16090234,0.0,5.0,1
0.01,0.5444212,0.2275,0.4000008,-0.2275,-0.13089474,0.0005683489,-0.17875366,-230.307,5.0,1
0.01,0.5444212,0.2275,0.4000008,-0.155,-0.1620499,0.017242711,-0.19101276,-9.398169,5.0,1
0.01,0.5444212,0.2275,0.4000008,-0.0825,-0.20745994,0.031099785,-0.19462301,-6.670784,5.0,1
0.01,0.5444212,0.2275,0.4000008,-0.01,-0.2344007,0.046331186,-0.20055406,-5.0592427,5.0,1
0.01,0.5444212,0.2275,0.5000011,-0.3,-1446482400000.0,-524168200000.0,1010727800000.0,0.0,5.0,1
0.01,0.5444212,0.2275,0.5000011,-0.2275,-1096915600000.0,-397494120000.0,766468400000.0,0.0,5.0,1
0.01,0.5444212,0.2275,0.5000011,-0.155,-747349300000.0,-270820200000.0,522209260000.0,0.0,5.0,1
0.01,0.5444212,0.2275,0.5000011,-0.0825,-397782800000.0,-144146250000.0,277950170000.0,0.0,5.0,1
0.01,0.5444212,0.2275,0.5000011,-0.01,-48216072000.0,-17472268000.0,33690917000.0,0.0,5.0,1
0.01,0.5444212,0.3,0.1,-0.3,-0.2191676,0.049216587,-0.20755799,-4.453125,5.0,1
0.01,0.5444212,0.3,0.1,-0.2275,-0.22350241,0.04888804,-0.20606227,-4.5717196,5.0,1
0.01,0.5444212,0.3,0.1,-0.155,-0.22676368,0.04875381,-0.20484556,-4.6511993,5.0,1
0.01,0.5444212,0.3,0.1,-0.0825,-0.22991486,0.0485891,-0.20369484,-4.7318196,5.0,1
0.01,0.5444212,0.3,0.1,-0.01,-0.23339309,0.048488077,-0.20258872,-4.8134117,5.0,1
0.01,0.5444212,0.3,0.20000027,-0.3,-0.2030598,0.05026197,-0.21268155,-4.0400286,5.0,1
0.01,0.5444212,0.3,0.20000027,-0.2275,-0.2131144,0.04948369,-0.2092994,-4.3067603,5.0,1
0.01,0.5444212,0.3,0.20000027,-0.155,-0.22344364,0.04870641,-0.20594443,-4.5875616,5.0,1
0.01,0.5444212,0.3,0.20000027,-0.0825,-0.22817029,0.048622567,-0.20424615,-4.6926827,5.0,1
0.01,0.5444212,0.3,0.20000027,-0.01,-0.23307349,0.048504602,-0.2026894,-4.805183,5.0,1
0.01,0.5444212,0.3,0.30000052,-0.3,-0.16453625,0.050737936,-0.22324444,-3.2428646,5.0,1
0.01,0.5444212,0.3,0.30000052,-0.2275,-0.18578602,0.049862374,-0.2167943,-3.7259762,5.0,1
0.01,0.5444212,0.3,0.30000052,-0.155,-0.20571156,0.048751604,-0.21037738,-4.2195854,5.0,1
0.01,0.5444212,0.3,0.30000052,-0.0825,-0.22485371,0.047895197,-0.20478494,-4.6947026,5.0,1
0.01,0.5444212,0.3,0.30000052,-0.01,-0.23255177,0.04848564,-0.20280065,-4.796302,5.0,1
0.01,0.5444212,0.3,0.4000008,-0.3,-0.13112237,0.0004544668,-0.1785907,-288.51913,5.0,1
0.01,0.5444212,0.3,0.4000008,-0.2275,-0.15168793,0.013103675,-0.18874891,-11.575984,5.0,1
0.01,0.5444212,0.3,0.4000008,-0.155,-0.18283857,0.025015641,-0.19441216,-7.30897,5.0,1
0.01,0.5444212,0.3,0.4000008,-0.0825,-0.22044803,0.034277786,-0.19445096,-6.4312215,5.0,1
0.01,0.5444212,0.3,0.4000008,-0.01,-0.23417272,0.046886917,-0.2010064,-4.994415,5.0,1
0.01,0.5444212,0.3,0.5000011,-0.3,-1096253700000.0,-397254330000.0,766006000000.0,0.0,5.0,1
0.01,0.5444212,0.3,0.5000011,-0.2275,-831325860000.0,-301251200000.0,580887900000.0,0.0,5.0,1
0.01,0.5444212,0.3,0.5000011,-0.155,-566397960000.0,-205248020000.0,395769800000.0,0.0,5.0,1
0.01,0.5444212,0.3,0.5000011,-0.0825,-301469800000.0,-109244940000.0,210651680000.0,0.0,5.0,1
0.01,0.5444212,0.3,0.5000011,-0.01,-36541792000.0,-13241809000.0,25533530000.0,0.0,5.0,1
0.01,0.7222106,0.01,0.1,-0.3,-568.54755,-26.248816,205.0133,0.0,5.0,1
0.01,0.7222106,0.01,0.1,-0.2275,-533.92523,-7.630177,170.00304,0.0,5.0,1
0.01,0.7222106,0.01,0.1,-0.155,-230.82387,2.1607885,73.91187,-106.823906,5.0,1
0.01,0.7222106,0.01,0.1,-0.0825,-119.66632,3.2671418,39.202377,-36.62722,5.0,1
0.01,0.7222106,0.01,0.1,-0.01,-28.68101,1.5095214,7.494591,-19.000069,5.0,1
0.01,0.7222106,0.01,0.20000027,-0.3,-1307.3492,-37.54815,402.81287,0.0,5.0,1
0.01,0.7222106,0.01,0.20000027,-0.2275,-1048.9745,-21.049505,325.2804,0.0,5.0,1
0.01,0.7222106,0.01,0.20000027,-0.155,-702.45197,-15.939516,216.23257,0.0,5.0,1
0.01,0.7222106,0.01,0.20000027,-0.0825,-291.28577,7.6061444,88.08972,-38.296112,5.0,1
0.01,0.7222106,0.01,0.20000027,-0.01,-10.664746,1.2237414,4.209877,-8.7148695,5.0,1
0.01,0.7222106,0.01,0.30000052,-0.3,-5182.5347,-612.0912,1808.7511,0.0,5.0,1
0.01,0.7222106,0.01,0.30000052,-0.2275,-3903.2651,-459.75372,1361.5779,0.0,5.0,1
0.01,0.7222106,0.01,0.30000052,-0.155,-2621.666,-306.82446,913.98444,0.0,5.0,1
0.01,0.7222106,0.01,0.30000052,-0.0825,-1333.8618,-152.95663,465.35333,0.0,5.0,1
0.01,0.7222106,0.01,0.30000052,-0.01,-49.055832,1.5651575,14.178682,-31.342424,5.0,1
0.01,0.7222106,0.01,0.4000008,-0.3,-50858.316,-8406.833,24874.309,0.0,5.0,1
0.01,0.7222106,0.01,0.4000008,-0.2275,-38470.746,-6360.1694,18807.232,0.0,5.0,1
0.01,0.7222106,0.01,0.4000008,-0.155,-26086.242,-4313.1006,12739.836,0.0,5.0,1
0.01,0.7222106,0.01,0.4000008,-0.0825,-13699.718,-2265.9517,6668.7026,0.0,5.0,1
0.01,0.7222106,0.01,0.4000008,-0.01,-978.8681,-212.00267,501.30045,0.0,5.0,1
0.01,0.7222106,0.01,0.5000011,-0.3,-2.7207085e+17,-9.859149e+16,1.9010912e+17,0.0,5.0,1
0.01,0.7222106,0.01,0.5000011,-0.2275,-2.0632037e+17,-7.476523e+16,1.441661e+17,0.0,5.0,1
0.01,0.7222106,0.01,0.5000011,-0.155,-1.4056992e+17,-5.0938948e+16,9.822306e+16,0.0,5.0,1
0.01,0.7222106,0.01,0.5000011,-0.0825,-7.481951e+16,-2.7112666e+16,5.228002e+16,0.0,5.0,1
0.01,0.7222106,0.01,0.5000011,-0.01,-9069029000000000.0,-3286382800000000.0,6336971400000000.0,0.0,5.0,1
0.01,0.7222106,0.0825,0.1,-0.3,-0.8407722,0.22462699,-0.06839077,-3.7429707,5.0,1
0.01,0.7222106,0.0825,0.1,-0.2275,-0.9311619,0.23625395,-0.032879665,-3.94136,5.0,1
0.01,0.7222106,0.0825,0.1,-0.155,-1.1420217,0.22627398,0.015844688,-5.0470743,5.0,1
0.01,0.7222106,0.0825,0.1,-0.0825,-1.3944951,0.17349258,0.08618064,-8.03778,5.0,1
0.01,0.7222106,0.0825,0.1,-0.01,-1.7826864,0.12627983,0.2403938,-14.116952,5.0,1
0.01,0.7222106,0.0825,0.20000027,-0.3,-1.4734569,0.14148638,0.123323485,-10.414125,5.0,1
0.01,0.7222106,0.0825,0.20000027,-0.2275,-1.3695285,0.17774743,0.07539888,-7.704913,5.0,1
0.01,0.7222106,0.0825,0.20000027,-0.155,-1.1787659,0.21777408,0.029811576,-5.4127927,5.0,1
0.01,0.7222106,0.0825,0.20000027,-0.0825,-1.2628987,0.20786832,0.04730819,-6.0754743,5.0,1
0.01,0.7222106,0.0825,0.20000027,-0.01,-1.6941066,0.13838646,0.21310137,-12.241853,5.0,1
0.01,0.7222106,0.0825,0.30000052,-0.3,-2.8922057,-0.25712335,1.0328509,0.0,5.0,1
0.01,0.7222106,0.0825,0.30000052,-0.2275,-0.3846308,-0.013721582,0.12360178,0.0,5.0,1
0.01,0.7222106,0.0825,0.30000052,-0.155,-1.3355633,0.08486174,0.43562645,-15.738109,5.0,1
0.01,0.7222106,0.0825,0.30000052,-0.0825,-1.4995376,0.13087404,0.1918972,-11.45787,5.0,1
0.01,0.7222106,0.0825,0.30000052,-0.01,-1.580419,0.15669504,0.18588386,-10.085954,5.0,1
0.01,0.7222106,0.0825,0.4000008,-0.3,-24.031286,-3.5348601,11.346512,0.0,5.0,1
0.01,0.7222106,0.0825,0.4000008,-0.2275,-21.131704,-2.5398567,10.069872,0.0,5.0,1
0.01,0.7222106,0.0825,0.4000008,-0.155,-20.125507,-2.416473,8.709265,0.0,5.0,1
0.01,0.7222106,0.0825,0.4000008,-0.0825,-9.224485,-1.4507715,4.413272,0.0,5.0,1
0.01,0.7222106,0.0825,0.4000008,-0.01,-1.7905624,0.030136202,0.35937828,-59.415665,5.0,1
0.01,0.7222106,0.0825,0.5000011,-0.3,-107955580000000.0,-39120336000000.0,75433840000000.0,0.0,5.0,1
0.01,0.7222106,0.0825,0.5000011,-0.2275,-81866330000000.0,-29666262000000.0,57203994000000.0,0.0,5.0,1
0.01,0.7222106,0.0825,0.5000011,-0.155,-55777075000000.0,-20212180000000.0,38974144000000.0,0.0,5.0,1
0.01,0.7222106,0.0825,0.5000011,-0.0825,-29687795000000.0,-10758093000000.0,20744302000000.0,0.0,5.0,1
0.01,0.7222106,0.0825,0.5000011,-0.01,-3598518800000.0,-1304011200000.0,2514461000000.0,0.0,5.0,1
0.01,0.7222106,0.155,0.1,-0.3,-1.085517,0.23417255,0.00857909,-4.6355433,5.0,1
0.01,0.7222106,0.155,0.1,-0.2275,-1.3062494,0.19762957,0.04683779,-6.609585,5.0,1
0.01,0.7222106,0.155,0.1,-0.155,-1.3823804,0.17641036,0.076897785,-7.836163,5.0,1
0.01,0.7222106,0.155,0.1,-0.0825,-1.5038202,0.16530612,0.14668871,-9.097184,5.0,1
0.01,0.7222106,0.155,0.1,-0.01,-1.6803395,0.14104569,0.21175532,-11.913441,5.0,1
0.01,0.7222106,0.155,0.20000027,-0.3,-1.1829306,0.21733911,0.031106815,-5.442787,5.0,1
0.01,0.7222106,0.155,0.20000027,-0.2275,-1.1316733,0.2332558,0.02905409,-4.8516407,5.0,1
0.01,0.7222106,0.155,0.20000027,-0.155,-1.2442844,0.21289803,0.046540514,-5.8445086,5.0,1
0.01,0.7222106,0.155,0.20000027,-0.0825,-1.3756763,0.17318037,0.08802895,-7.943604,5.0,1
0.01,0.7222106,0.155,0.20000027,-0.01,-1.6452596,0.14637107,0.20205902,-11.240334,5.0,1
0.01,0.7222106,0.155,0.30000052,-0.3,-1.3786442,0.07860638,0.44761372,-17.538578,5.0,1
0.01,0.7222106,0.155,0.30000052,-0.2275,-2.048323,0.03926089,0.46015483,-52.172096,5.0,1
0.01,0.7222106,0.155,0.30000052,-0.155,-1.4835461,0.13197142,0.18165644,-11.24142,5.0,1
0.01,0.7222106,0.155,0.30000052,-0.0825,-1.2049136,0.20529091,0.069905296,-5.8692985,5.0,1
0.01,0.7222106,0.155,0.30000052,-0.01,-1.5863218,0.15540245,0.18713422,-10.20783,5.0,1
0.01,0.7222106,0.155,0.4000008,-0.3,-21.326288,-2.4964967,8.755331,0.0,5.0,1
0.01,0.7222106,0.155,0.4000008,-0.2275,-10.786819,-1.8136779,4.8055906,0.0,5.0,1
0.01,0.7222106,0.155,0.4000008,-0.155,-8.439317,-1.4723694,4.08289,0.0,5.0,1
0.01,0.7222106,0.155,0.4000008,-0.0825,-2.9686975,-0.84681094,1.8639501,0.0,5.0,1
0.01,0.7222106,0.155,0.4000008,-0.01,-1.7555114,0.09611049,0.2754082,-18.265554,5.0,1
0.01,0.7222106,0.155,0.5000011,-0.3,-53988502000000.0,-19564054000000.0,37724400000000.0,0.0,5.0,1
0.01,0.7222106,0.155,0.5000011,-0.2275,-40941285000000.0,-14836075000000.0,28607674000000.0,0.0,5.0,1
0.01,0.7222106,0.155,0.5000011,-0.155,-27894074000000.0,-10108094000000.0,19490941000000.0,0.0,5.0,1
0.01,0.7222106,0.155,0.5000011,-0.0825,-14846842000000.0,-5380115500000.0,10374211000000.0,0.0,5.0,1
0.01,0.7222106,0.155,0.5000011,-0.01,-1799616500000.0,-652135040000.0,1257480000000.0,0.0,5.0,1
0.01,0.7222106,0.2275,0.1,-0.3,-1.3307667,0.19090635,0.05415912,-6.9707828,5.0,1
0.01,0.7222106,0.2275,0.1,-0.2275,-1.3724372,0.178621,0.07353757,-7.683516,5.0,1
0.01,0.7222106,0.2275,0.1,-0.155,-1.4422953,0.16539636,0.11408742,-8.720236,5.0,1
0.01,0.7222106,0.2275,0.1,-0.0825,-1.5160327,0.1665583,0.15839635,-9.102115,5.0,1
0.01,0.7222106,0.2275,0.1,-0.01,-1.654718,0.14521214,0.20532422,-11.395177,5.0,1
0.01,0.7222106,0.2275,0.20000027,-0.3,-1.1340967,0.23549914,0.03091304,-4.815715,5.0,1
0.01,0.7222106,0.2275,0.20000027,-0.2275,-1.2399778,0.21430245,0.046406552,-5.7861114,5.0,1
0.01,0.7222106,0.2275,0.20000027,-0.155,-1.3300316,0.18543053,0.069893405,-7.172668,5.0,1
0.01,0.7222106,0.2275,0.20000027,-0.0825,-1.4868846,0.16124472,0.13236542,-9.221292,5.0,1
0.01,0.7222106,0.2275,0.20000027,-0.01,-1.6354406,0.14788285,0.19925897,-11.059028,5.0,1
0.01,0.7222106,0.2275,0.30000052,-0.3,-1.9634972,0.04727934,0.38958293,-41.52971,5.0,1
0.01,0.7222106,0.2275,0.30000052,-0.2275,-1.4784406,0.13231975,0.17832781,-11.173243,5.0,1
0.01,0.7222106,0.2275,0.30000052,-0.155,-1.2509681,0.18474476,0.08179881,-6.771332,5.0,1
0.01,0.7222106,0.2275,0.30000052,-0.0825,-1.2917111,0.17770772,0.08030914,-7.268739,5.0,1
0.01,0.7222106,0.2275,0.30000052,-0.01,-1.5940446,0.15433145,0.18898647,-10.328709,5.0,1
0.01,0.7222106,0.2275,0.4000008,-0.3,-10.853104,-1.6751326,4.7793407,0.0,5.0,1
0.01,0.7222106,0.2275,0.4000008,-0.2275,-7.7979517,-1.4977638,3.8476577,0.0,5.0,1
0.01,0.7222106,0.2275,0.4000008,-0.155,-4.7116537,-0.87604046,2.6764326,0.0,5.0,1
0.01,0.7222106,0.2275,0.4000008,-0.0825,-2.3072448,-0.48357987,1.0312536,0.0,5.0,1
0.01,0.7222106,0.2275,0.4000008,-0.01,-1.7051586,0.11986408,0.25030887,-14.225768,5.0,1
0.01,0.7222106,0.2275,0.5000011,-0.3,-35994720000000.0,-13043565000000.0,25151266000000.0,0.0,5.0,1
0.01,0.7222106,0.2275,0.5000011,-0.2275,-27295998000000.0,-9891366000000.0,19073040000000.0,0.0,5.0,1
0.01,0.7222106,0.2275,0.5000011,-0.155,-18597280000000.0,-6739174000000.0,12994820000000.0,0.0,5.0,1
0.01,0.7222106,0.2275,0.5000011,-0.0825,-9898551000000.0,-3586980600000.0,6916598700000.0,0.0,5.0,1
0.01,0.7222106,0.2275,0.5000011,-0.01,-1199823900000.0,-434785420000.0,838375300000.0,0.0,5.0,1
0.01,0.7222106,0.3,0.1,-0.3,-1.3687855,0.179622,0.07232751,-7.620367,5.0,1
0.01,0.7222106,0.3,0.1,-0.2275,-1.4147974,0.16935912,0.09832092,-8.353831,5.0,1
0.01,0.7222106,0.3,0.1,-0.155,-1.4928175,0.16402224,0.1389509,-9.101312,5.0,1
0.01,0.7222106,0.3,0.1,-0.0825,-1.5253417,0.16520183,0.1646614,-9.233201,5.0,1
0.01,0.7222106,0.3,0.1,-0.01,-1.6450784,0.14658308,0.20245747,-11.222839,5.0,1
0.01,0.7222106,0.3,0.20000027,-0.3,-1.2372947,0.21514446,0.046226636,-5.750995,5.0,1
0.01,0.7222106,0.3,0.20000027,-0.2275,-1.338663,0.18701486,0.06537424,-7.1580567,5.0,1
0.01,0.7222106,0.3,0.20000027,-0.155,-1.3665074,0.17482346,0.08490129,-7.8164988,5.0,1
0.01,0.7222106,0.3,0.20000027,-0.0825,-1.525869,0.16305475,0.15349205,-9.358016,5.0,1
0.01,0.7222106,0.3,0.20000027,-0.01,-1.6298691,0.14872468,0.19766818,-10.958969,5.0,1
0.01,0.7222106,0.3,0.30000052,-0.3,-1.4759783,0.13242349,0.17662589,-11.145894,5.0,1
